n,test_error,test_loss,train_error,train_loss
8.0,77.87552634942084,7.269232204355726,77.87552634942084,7.248586709928855
16.0,68.07330932295952,6.130371308536771,68.07330932295952,6.067100988738909
24.0,61.273700323328136,5.357371772991758,61.273700323328136,5.2295708577043145
32.0,56.70369217072966,4.822386527691076,56.70369217072966,4.624602730037477
40.0,53.11204683285,4.4545527134665255,53.11204683285,4.215612425547481
48.0,50.37190377119124,4.156554375420945,50.37190377119124,3.8138999145793004
56.0,48.5290537130427,3.965495177953032,48.5290537130427,3.5131828634721236
64.0,47.25483758664694,3.82694634934778,47.25483758664694,3.2496426270137877
72.0,46.57655225259787,3.7597353457288136,46.57655225259787,3.018153589294998
80.0,46.458460564189664,3.766170786499754,46.458460564189664,2.811937499143776
88.0,46.77616514677755,3.8180111532421583,46.77616514677755,2.6104661006312
96.0,46.706902628601185,3.8596515191088363,46.706902628601185,2.4004853291993156
104.0,46.74533031273136,3.8993932837038887,46.74533031273136,2.1781562720133505
112.0,47.4776163866232,4.05800769963363,47.4776163866232,2.0115695010335015
120.0,47.63229337911816,4.161887815435727,47.63229337911816,1.8143542990298356
128.0,48.3240244744162,4.362686626041954,48.3240244744162,1.6174460772458594
136.0,48.2139701257007,4.450126129452548,48.2139701257007,1.446781104927648
144.0,49.29286773579655,4.73099120204456,49.29286773579655,1.2788069474693047
152.0,48.95770278209775,4.796867539291853,48.95770278209775,1.1170676742257055
160.0,49.53462508619061,5.037787891931867,49.53462508619061,0.9723758608346403
168.0,49.223660745744525,5.0816680370324665,49.223660745744525,0.8430464268445933
176.0,49.46253244831941,5.2343123749723155,49.46253244831941,0.7430830519557073
184.0,49.091983657757446,5.263262834150157,49.091983657757446,0.6608660083813873
192.0,48.914964681006204,5.33357634635845,48.914964681006204,0.5731529397300538
200.0,48.62644028605105,5.313870922220226,48.62644028605105,0.5104437724861359
208.0,48.46780144564547,5.367405874007917,48.46780144564547,0.45643120312163027
216.0,47.89399120303757,5.2909652179555,47.89399120303757,0.41514309607801053
224.0,47.845674782418676,5.292779762088861,47.845674782418676,0.38529341980149534
232.0,46.961309539348804,5.2162280854631415,46.961309539348804,0.35886915297626204
240.0,46.503427410392256,5.177058855120109,46.503427410392256,0.3338697358731201
248.0,46.254356621911754,5.131867664752727,46.254356621911754,0.31705610024199316
256.0,45.74346902417352,5.048047764884376,45.74346902417352,0.3007946792520634
264.0,45.16804698972477,4.9965748178326175,45.16804698972477,0.2867885461315808
272.0,45.10348503148901,5.000986811934661,45.10348503148901,0.2806347056610242
280.0,44.723406585207655,4.957044635552847,44.723406585207655,0.2713785528913297
288.0,44.13652798281742,4.85627354736276,44.13652798281742,0.2639084797032552
296.0,44.03831533870672,4.837984088079683,44.03831533870672,0.2570535860278541
304.0,43.53930835986107,4.780220625269507,43.53930835986107,0.2529683536333698
312.0,42.86517226087686,4.709264431285576,42.86517226087686,0.24638814083074886
320.0,42.91228166645114,4.714104389564831,42.91228166645114,0.2435640072199216
328.0,42.5948027219053,4.6712907218708075,42.5948027219053,0.23903109763874644
336.0,42.567160501201776,4.648595823002145,42.567160501201776,0.23597556073949513
344.0,42.293734717475225,4.619760982812878,42.293734717475225,0.23156746818116858
352.0,41.68489622527151,4.536116786972512,41.68489622527151,0.2297988255012037
360.0,41.60440639231157,4.530897989867594,41.60440639231157,0.22755881421843932
368.0,40.97613595122909,4.484833532438441,40.97613595122909,0.22572186405078962
376.0,40.9890105192453,4.453177217426446,40.9890105192453,0.2245564208222432
384.0,40.95982645362079,4.442768943043685,40.95982645362079,0.22222635564104087
392.0,40.813451363738736,4.428242188329896,40.813451363738736,0.22033604250224745
400.0,40.576468120647725,4.414804437736289,40.576468120647725,0.21965395117088315
408.0,40.211897304670046,4.373823772908651,40.211897304670046,0.21892982679213618
416.0,39.91483185205869,4.33356237161227,39.91483185205869,0.21660783473772627
424.0,40.13685616058573,4.344978641497543,40.13685616058573,0.21545432568231174
432.0,39.911913112061356,4.302756743707786,39.911913112061356,0.21391899564809908
440.0,39.40288460388648,4.259754876206353,39.40288460388648,0.2132383954131829
448.0,39.33923097483344,4.223757416603854,39.33923097483344,0.2131545717138452
456.0,39.362804408187394,4.280159081997845,39.362804408187394,0.2120783338771012
464.0,39.0690647737332,4.206897179099551,39.0690647737332,0.21111671398736528
472.0,38.93507314181762,4.201103300078571,38.93507314181762,0.21069909358294103
480.0,38.870361463024985,4.211024179907601,38.870361463024985,0.20957728319822605
488.0,38.65086197099553,4.188550998797841,38.65086197099553,0.20842083857943067
496.0,38.551623812639576,4.16226433730687,38.551623812639576,0.20820384828683744
504.0,38.82125260692661,4.159132246630929,38.82125260692661,0.20791077505054095
512.0,38.423305033062334,4.124988121910217,38.423305033062334,0.20695313530890078
